tid,id,tweet_text,label_awareness_infection,label_self_other,label_related_notrelated
5078468713,388,I have to take a shot of cough syrup. This coughing is getting to be a bit much. This 2day flu is no joke. At least I hope its 2day flu. :-),0,1,1
5834696813,389,Just came from getting  swine flu vaccine..not crowded.. If  in  group that qualify  CHEC  till 4 PM today.. URL teacup human has the piggy flu.,0,0,-1
5232189801,391,@LauRenxExCarter nah. Sars was contained a while ago. I just wanted to be a comedian for a sec. I am also dodging the Ebola virus & Bird flu,1,1,-1
5436015005,392,@corinnapaola So many of my students are getting the flu this year. Have to try to be careful. Drink plenty of fluids & rest,0,0,1
5516278804,393,Swine Flu Vaccine - Are You Getting It or Not? URL Chemo day  plus getting fitted for radiation masks now  ugh. I have been pretty sick though lately with flu and fevers too. Yuck!,0,1,-1
5080647813,395,I HATE being a paranoid person sometimes. All I keep thinking about right now is 'hope I don't have the swine flu'.,1,1,-1
5509728401,396,ahh my throat is itchy and nose is kinda running i hope i dont have the swine flu.... or bird flu...,0,1,1
5452491801,397,@matildajones so don't worry  I was the exception lol. and hey  still beats having swine flu right ;),1,1,1
5076682906,398,Getting a Flu Shot. Yeah!,1,1,-1
5214120105,399,@HOZAY88 I just got your text...I am just getting this stupid flu thingy going around...if I feel good...I will be there!!!,0,1,-1
5191084204,400,Maybe getting the swine flu. Neighbor has it. Not scared.,0,1,-1
5880114206,401,Going to bed thinking of how much #ihatethestampeders ..... and the flu,0,1,-1
5202356414,402,I've never taken the flu shot in the past.  I might consider getting the H1N1 Vaccine... but  we'll see.,1,1,-1
5198579904,403,Screw the haters - I'm getting  like  seven swine flu vaccinations. Pigs gonna treat me like walkin  talkin kryptonite.,1,1,-1
5088397505,404,i think im getting swine flu. from the bacon.,0,1,-1
5268515013,405,KAY SO IM AFRAID TO DIE COZ OF THE SWINE FLU COZ LIKE SOME CHICK BARFED IN THE MIDDLE OF FRENCH CLASS,1,1,1
5100382412,406,Don't try to convince those afraid of the flu vaccine it's safe--that will leave more for the rest of us who trust medical science,1,1,-1
5089741007,407,@Podchef Being happy is like swine flu  if you stick around someone who has it chances are you're getting  it too!!,1,1,-1
5924620503,408,Oh yay! Getting chippy food for dinner. I'm getting a pizza supper. Maybe the grease will eat my flu bug ^_^,0,1,1
5155080408,409,National state of emergency becuase of a flu. Hmm weird Let's see if we get scared enough to let gov. Get all NWO on us!,1,0,-1
5061191901,410,i feel like im getting sick!=[ UGH piggy flu stay away!,0,1,1
5238540511,411,I am sneezing. I think I am getting swine flu. Oh no.,0,1,-1
5486872802,412,@mirgo701 I'm laying in bed chillen  getting over the flu honey!...What ya getting in2 this wkend?!,0,1,-1
5090691311,413,Phew! Good to hear! RT @prairiepaperie: Official wrd FLU. She gets 2 tough it out lk the rest of us. Lungs arnt bad enough 2 B too concerned,0,0,1
2082408701,414,LOL RT Wait - should I still be afraid of the swine flu? Everyone kinda just forgot about it  like they forgot about Dre. (via @SadaoTurner),1,0,-1
5480548608,415,@vernlives I'm flu-free. I'm thinking it's because I've only been in contact with 3 people since I came back from Toronto. #getthefoffmylawn,1,1,-1
5419444500,416,@d_monroe hm.. i haven't seen her in a week..  there's an awful flu here..  and i'm a bit worried if she's ok..,0,0,-1
5397121302,417,have never seen so many people wearing surgical masks outside before. mass media succeeded in spreading swine flu fear and increasing sales,1,0,1
5260023513,418,hahaha...Word. RT @GreenLife52 You know when you think your getting sick but it's just in your head? Fucking swine flu,1,1,-1
5477812507,419,@Gemelis I have the flu  and yesterday I had 105 fever  sooo sick but now I'm getting better  doc said I can't go out this weekend either :/,0,1,1
5105387808,420,Crap  I think I'm getting sick. Stupid flu season.,0,1,1
5314177314,421,@killinglocals i get scared shitless every time someone says people are out with flu,1,1,-1
5447715108,422,@amfix your lead news is the ersatz  election fallout ? Troops getting flu shots and Valerie Jarrett? If we wanted fluff we'd watch  Today ,1,0,-1
5682432300,423,@sara_jbc Thanks!  (Only worry: want to avoid swine flu... hope it's possible!),1,1,-1
5075708207,424,My stomach is so upset. Along with a headache. Maybe I'm getting the swine flu  like my trig teacher had,0,1,1
5357406513,425,Is possible that making decision about H1N1 vaccine is  more painful & difficult than getting the damn pig flu already.  Will YOU vaccinate?,1,1,-1
5707213111,426,Swine Flu clinic over - hooray - honestly it was like a coach trip  crowds of them all getting over excited,1,0,-1
5237755502,427,RT @reneeludwigs: Worried about getting the flu? Here are some natural preventive methods.  URL @BrentWelch @Cokebear17 Official wrd. FLU. She gets 2 tough it out lk the rest of us. Lungs arnt bad enough 2 B too concerned.,0,0,-1
4367051114,429,Good morning!  Not a good friday  seems like my flu is getting worst.    It's a good thing I can still socialize without infecting anyone:),0,1,-1
5407656305,430,Getting th H1N1 vaccine at a DC flu clinic tonight.,1,1,-1
5321374614,431,dude  i am so fricking tired  just getting out o the flu  haven&#39;t talked to anyone so don&#39;t freak out baby....,0,1,1
5416987006,432,We have a nice sunny day here btw.  My son is getting over the flu. Have kept him at home today,0,0,1
5126891905,433,I'm scared of having the swine flu! I HAVE TO TAKE CARE OF MYSELF OMG!,0,1,-1
5363640707,434,ok  ok...i'm breaking down and getting a flu shot this year. ouch!,1,1,1
5183728005,435,Oh nooo bird flu is coming back?? This is crazy. That one freaks me out more than swine,1,1,-1
5326883206,436,I think i have the bird flu or swine flu and it looks like the game is rained out;mannnn what a fn day!,0,1,-1
5247642005,437,RT @greenlinebus: @drewmaniac I see the illness has not affected your tweeting. Guess we can rule out bird flu as well.,0,0,1
5719706012,438,@Kainz_UK Good thinking  are you still ill  not pig flu was it?,0,1,-1
5429004710,439,got my flue shot yesterday and today the swine flu  getting it all covered,1,1,-1
5476526505,440,RT @OrganicLife RT @sarahJ26: instead of getting vaccinated  we're getting pigs. #h1n1 #health #flu,1,1,-1
5095129501,441,Just curious?? Are u getting the swine flu vaccine? #fox5,1,1,1
5089044912,442,RT I'm getting a Swine flu shot soon  dads going to thailand in two days...Lets get FUCKED UP...lol ... http:.. URL: Ill huff and puff n blow ur house down. Pig: i'll sneeze on u *Wolf runs away scared of gettin the flu* @adamsconsulting  @mistygirlph,1,1,-1
5327333811,444,laughing at people thinking something was wrong with my mother because she was dressed like she had swine flu,1,1,-1
5382236603,445,Getting ticked with the flu vaccine(s) run around!,1,1,-1
5676435904,446,And I'm so wet because of the rain! And my flu is getting worse! Huaaa URL mom (wkng @ flu clinic) is sending more info re:H1N1 vaccine tonite... we are leaning towards getting it.  Feedback re: your decisions?,1,0,-1
5878991313,448,My arm is back to normal after getting the flu shot. For a lil bit  I thought I was going resident evil.,1,1,1
5271501902,449,I'm scared to touch anything or breathe  swine flu scares the balls off me.,1,1,-1
5664991702,450,I put off getting my flu shot for too long. Everyone is out of them now!,1,1,-1
5515897303,451,hay guy i been here for 4hrs now  i'm really getting depress like jonathan IQ lol jon take a joke. life is short if you have the swine FLU.,0,1,-1
5626079705,452,Thinking about bailing out of work early and get some much needed down time not feeling good though better not be no stinking swine flu,1,1,1
4515760605,453,I'm getting a flu shot for the ones I love - especially this season. You should get one  too. Pass it on. www.walgreens.com/flu,1,1,1
5299964401,454,How come the rest of the world seems to be getting H1/N1 shots and I can't even get a seasonal flu shot for the kids. What's the hold up?,1,1,-1
5614438900,455,As everybody around me has the flu  I'm getting myself a flu fighter,0,0,-1
5728815605,456,I think im getting the flu =(((,0,1,-1
5100071414,457,Finally getting back on my feet.  Now my daughter has this junk flu.  4 out of 5 hit in this house this week...  Keep your sick kids home!,0,0,-1
5241907710,458,We are getting close to assembling an all-swine flu team: Budaj in goal  Smid on D  Laing and Weight up front,0,0,-1
5303044609,459,is getting over an aggressive  NASTY flu bug... doubt it's H1N1  but if it is  I'm winning... ugh  painfully.,0,1,1
4104981004,460,@TheonetrueCams Don't worry. I have a feeling all hipsters will be lining up for flu shots  as it's the hip thing to do..,1,0,-1
5111415213,461,@Smokies_R_Great ...worried about this new flu. Maybe.....maybe not. I don't know.,1,1,1
5984946706,462,The swine flu is the only thing Calipari is worried about in Cancun - URL #kentuckywildcats,1,0,-1
5180189205,463,Real safe  at least: RT @jonahcopi: Is getting a flu shot keepin it real?,1,1,-1
5659421208,464,ah just woke my whole body hurts i am never getting the flu shot again,1,1,-1
5353654811,465,I just realized that because of Swine Flu I haven't fixed my hair since Wed - and I didn't try real hard that day because I was getting sick,0,1,1
5232314908,466,Sore throat and a runny nose... think I'm getting sick! This isn't supposed to happen when I get the flu shot!,0,1,-1
5589912103,467,@christianhughes not bad thanks  just getting over flu. was HORRID! onwards & upwards though eh? :_,0,1,1
5219633708,468,Getting over the worse part of a flu virus  going to bed.  Not sure if I'll be going to school tomorrow or not.,0,1,1
5373864509,469,my coworker has swine flu. this is getting too real.,0,0,1
5681990210,470,@heatherjeane I know  its horrible. I was so scared  but as long as your brother gets rest and the antibiotics to help fight the flu he'll,0,0,-1
5389642307,471,@typeoff BTW  I am almost getting sick now. Maybe it was from the move :P Or we could have swine flu?,0,1,1
5595572807,472,I'm getting better! (: I'm gonna kick swine flu in the ass.,0,1,1
5672176200,473,I worry about David getting the flu. I hope he got his shots. he meets so many people,1,1,1
5278853713,474,goodness. am i getting the flu too? rediculous.,0,1,-1
4306774612,475,HA! RT @someecards: You seem pretty scared of catching swine flu for someone who's not remotely scared of catching STDs. URL the mistake of thinking I was over my flu today  so power walked everywhere again. My bones doth protest too much!,0,1,-1
5080124002,477,oh i dont feel good i think im getting a cold I DONT HAVE SWINE FLU @ReginaCSmith before you freak out...cause ik you,1,0,-1
5133857211,478,Got our flu shots today. My hubby is terrified of needles and was surprised how easy it went. Kids turn is on Tuesday.,1,1,-1
5418470000,479,Woke up  still feel terrible but don't worry  my flu gone already. I think got sore throat though. Pray I dont fall sick. (:,0,1,-1
5569505905,480,@michaelrholmes  Oh no !!! did you get the swine flu? Keep getting better I hate to see you sick  :o(,0,0,-1
5242751605,481,Just came back from getting Seasonal Flu Shot  Have 1 more shot to go when the H1N1 vaccine comes out nurse said i got the last batch.,1,1,-1
5209565814,482,@IAmAvalanche What up bro?  I just got diagnosed with the stomach flu so it's a wrap on getting up today.  I should be cool by the weekend.,0,1,-1
5623474807,483,And made Little Man's 2 yr doc appointment. Got both kids in for the flu shot...only both are getting H1N1 & Hopkins is out of seasonal,1,1,1
5476534904,484,@sketchglitch Amen. This also goes for parents who absolutely freak out when you tell them you think you're getting the flu...,1,0,-1
5290363514,485,You don't have to be scared of swine flu on Halloween. Just take a few precautions and have fun! URL to fool myself into thinking I can sing. Got rehearsal tonight and have had the flu all week.,0,1,-1
5614267006,487,Having the flu    don't know what kind !! : swain bird flu !   or cow madness !!!!! ............ Mmmm cow!!,0,1,-1
5624310413,488,Scared of swine flu. God give me the shield of faith URL flu fear sidelines Roberts: Jason Roberts has become the latest Blackburn Rovers player to come down with.. URL the doc office getting a note for this effin Professor for Y i missed her midterm. Bitch i had the Flu WTF,0,1,-1
5173160610,491,Are you getting flu shots this year?  I am definitely getting the H1N1 and the regular flu shots.,1,1,-1
5113563811,492,Swine flu hitting hard. Sooo many schools closed! And the most exciting part? Im getting sick also runny nose  body aches  etc,0,1,-1
3907201706,493,As much as i tried 2 avoid getting the flu from my family members. My throat is starting to hurt :( anyone have remedies for a sore throat?,0,1,1
5707705011,494,I'm getting sick of feeling like this now....I'm gonna go out & sneeze and cough all over the 1st person I see...need 2 get rid of this flu!,0,1,-1
3817310901,495,My favorite Urgent Care at Lithia Pinecrest ans Bloomingdale in Valrico has $15 flu shot. Looks to be a long season. I am getting mine asap,1,1,-1
5354842810,496,thinking wh did i finally get the swine flu,0,1,1
5260430014,497,Getting a little behind in work I'd planned to do this week. Darned flu.,0,1,-1
5491960511,498,sh*t. the flu is getting worst.,0,1,-1
5457054402,499,@kjbrazil damn  another bailout.  maybe if they all got swine flu and died we wouldn't have to worry about constantly saving them,1,1,1
5814250203,500,Moving the last of the junk to the new place. Worried about swine flu gestation @ work.  Tired. Hongry.,1,1,1
5393378012,501,Flu Shot today. Upside: only 10 minute wait @ (public) GP's office. Downside: arm already getting sore.,1,1,-1
4321577701,502,RT @someecards: You seem pretty scared of catching swine flu for someone who's not remotely scared of catching STDs. URL getting really irritated with my dads V.A. Clinic not having flu shots for 3 weeks now. Really?!,1,1,-1
5854923509,504,Be careful out there and wash hand always  the swine flu is an epedimic!  national worry per 700  club news!,1,1,-1
5047424811,505,Getting a flu shot in a bit. Hope I stay healthy thruout this season.,1,1,-1
5451223510,506,dey got dis swine flu shit on check dey ain't playing lol funny how da gov't makes up sum shit every year 2 have da ppl united by fear!!!,1,0,-1
5491526407,507,Do you gotta worry if some one with swine flu coughs in your voice mail message?!,1,1,-1
5127809803,508,Longing to read but shoveling papers about. I'm worried about the flu. Should I be?,1,1,1
5229497111,509,so sad about the boy who died from swine flu in t.o. was leaning towards not getting the vaccination but now am rethinking that decision.,1,1,-1
4313942805,510,Im thinking about going to the nurse and telling her i have swine flu haha. I want to sleeeeep.,1,1,-1
5626612511,511,@MariamMKobras  OH NO OH NO  You're maybe getting hamthrax (swine flu?),0,0,1
4662209312,512,I played like a champ you'll we won and I still was getting busy with the flu I felt like MJ at the allstar game,0,1,-1
5578189611,513,@brittneypickup totes doing that in pro tech tomorrow! ps  EVERYONE is getting swine flu.,0,0,1
5205453612,514,in bed bad flu.. my insane schedule has finally caught up with me. getting tons of website/ computer work done,0,1,1
5044520013,515,@MajorBedhead Since there's no chance of getting flu shots around here I guess next best thing is getting them the bordetella shot.,1,1,-1
5294451504,516,Next! [White Coat Underground]: Getting my swine flu shot Read the comments on this post... URL of flu  after the HTR  I'm getting my flu-ridden self back to bed. (yes  I got a regular flu shot and STILL got the flu!) #RedEye,0,1,-1
5127244605,518,I'm at Walgreens getting the flu shot!  I will not got sick this fall/winter!   Just waiting to get needle.   URL we had sex on the beach in full view of others :P what's the software called? anyway how's your flu? getting better?,0,0,1
5451139907,520,So  my roommate has the flu. & now I'm getting it too. FML.,0,0,-1
5079944004,521,@mrsglutenfree Problem w/catching the flu is it can trigger a full-blown disease flare.  Not worth the risk of NOT getting the shot IMHO.,1,1,-1
3889343311,522,I am getting better  the way to beat swine flu: don't move for 3 days.,0,1,-1
5832698707,523,@lisa24270 but to counter that is the worry that she gets the flu and is seriously affected because she's not had the jab!!! coin toss time!,1,1,1
5991525204,524,Just getting over swine flu.  It must have been the roast pork I ate the other Sunday!,0,1,1
4103269214,525,britt wasnt exaggerating... They are worried about swine flu at concordia... There is hand sanitizer at every table setting,1,0,1
5335772010,526,getting some work done tonight  flu not going to stop me!!!,0,1,1
5233273713,527,thank you everyone who responded to the poll! apparently  the majority is not planning on getting the H1N1 flu shot.,1,0,-1
5521640308,528,@SarahCofer She's feeling ok now.  Was concerned about the flu but it's just sinus stuff now. Bummed I missed pie.,0,0,-1
5449755512,529,i'm getting flu and lil bit fever.. GOD gv me a power to survive.,0,1,1
5273529210,530,Is Scared Of Getting Swine Flu !,1,1,1
5200537408,531,I am getting worse and worse every minute I can't really even move :/ I could have swine flu :o I have all the symptms  but I'm fighting it,0,1,-1
5263883414,532,@jeffmenig home with swine flu right now! sorry for not getting at you yesterday  slept all day. the swine is serious business.,0,1,1
5314300813,533,@finchfrii Yes  that would be a good response--I'm not sure it balances all of the cascading negative effects caused by the fear of the flu,1,0,-1
5690730307,534,Hello! Contrary to worry  I have not passed away with swine flu. Still grim but not as grim. Thanks for the #ff's. Hear new Curb is great.,0,1,1
5485734813,535,Naomi has flu-like symptoms  but is getting better instead of worse. Just a cold  perhaps?,0,0,-1
5668432808,536,Sitting in bed getting over with the flu for now.So hungry haven't eaten anything all morning nothing but fluid!,0,1,-1
5630651313,537,@thurtinkle Oh don't worry  there's a lot of it around at the moment. Like the flu. :-) x,1,1,1
5418593202,538,Long ride in today (19 miles) Leith -> Dalmeny -> Kirkliston -> S Gyle. Lovely morning but shouldn't have done it; think I'm getting flu.,0,1,-1
5220240311,539,is going to the gym while still getting over the flu a good idea?,0,1,-1
5501758405,540,Gonna be a shifty winter. Fuck it. Getting my flu shot nxt week.,1,1,1
5079592212,541,@mananatex Depends....do YOU have Swine Flu?? Cuz if so  hugger or not  I'm not getting near ya!,1,1,-1
5073648802,542,@KC_KILLUMINATI I'm not getting the Vaccine..and I guess you aren't either...if we die from Swinde Flu we'll feel stupid as hell,1,1,-1
5830880211,543,I hate getting flu!! My nose's clogged and I can hardly breathe!!..,0,1,1
5922229214,544,so yeah.. myheads killin me:/ and I think im getting the flu...hope it isn't the swine flu :x,0,1,-1
5272612005,545,No babysitting the kids have the flu  BUT good news going on a date tonight. Dinner and a Movie. I can't wait! Just hate getting ready...,0,1,-1
5522129403,546,Getting over the flu... Gotta start studying for this economic statistics test monday... sigh :-(,0,1,1
5051542502,547,Panic in the office because someone got swine flu. I'm not worried  should I be?,0,0,-1
5423164400,548,am i wrong- i thought swine flu was different than h1n1- h1n1 has the swine flu  but also has bird and human flu strains right?,1,1,1
5449993201,549,At home w DS who isnt feeling well. I'd be more worried if we had not gotten the flu vaccine last week. Maybe it'll be a short lived bug.,0,0,1
4016909301,550,i think im getting the flu :( ... not swine flu lol,0,1,-1
5281655807,551,None of the stoney snacks I just bought were made in America... - should I: a) be worried about swine flu? b)... URL win for losing... I take daily vitamins and had a flu shot  but somehow  I am still getting sick.,0,1,-1
5237935107,553,Getting closer to time when we expect to move inside for swine #flu clinic. We'll see. Folks with kids get to go in 1st  police officer said,1,1,-1
5596572702,554,oh  this flu has just knocked me on my back. makes everything daunting and illusory. trying to stay optimistic and focused on getting better,0,1,-1
5404462114,555,@gscottoliver I've the flu for a few days  and I don't seem to be getting better. :(,0,1,-1
5401496614,556,So far  only one person I called said she wasn't voting because she was afraid of getting swine flu at the polling place.,1,0,-1
5107821609,557,Lots of co-workers getting the  piggly  as @scjudd calls the Swine Flu...  and he's one of them...  I cannot get sick now.......,0,0,1
5234183214,558,@Jah423 I blame marissa lol. Pple getting the flu after just being around her. Aaron automatically got sick juanita with her flu me with my,0,0,-1
5132004402,559,is glad to be home & is thinking about a nap.5 hours at the flu vaccine shot w/ 3 kids was not my ideal way to spen ... URL @Aleksandr_Orlov: Hello @ohaiiDavid I worried about swine flu  I more worried about mongoose flu  symptoms are extreme stench,1,1,-1
5086858305,561,Worried sick cause Tian is having flu :(( Couldn't sleep well cause he's coughing n all... Mothers would do anything for their children,0,1,-1
5201439810,562,Tessa has the swine flu. Luckily not much worse than a cough and on/off fever.  Getting better!  Time feels weird. Been outta work 2 days.,0,0,1
5319928901,563,Well my boyfriend has the flu  maybe swine...so I guess this means I'll be getting it soon.,0,0,1
5202881609,564,@marklittlenews why were baxter chosen as a supplier after their dodgy history with bird flu vaccines?,1,1,-1
5691881314,565,2007 Year of the Cow - Mad Cow disease / 2008 Bird - Avian Flu / 2009 Pig - Swine Flu / 2010 is the year of the Cock. Anyone else worried?!,1,1,-1
5573377208,566,I'm hoping that I'm pretty recovered from this flu by Friday  cause I'm getting excited for a weekend in Portland for OSOCC...,0,1,-1
5582113902,567,had 2 buy Thera Flu for my mom. shes getting sick,0,0,1
5818756209,568,dammit i hate getting the flu... i wonder if i should get drunk and burn the germs with alcohol... someone needs to prove the theory...,0,1,1
5834222709,569,RT @undagroundmilli @KenyaBell Hi Kenya.  I just got over a little flu bug.  Hope you're not getting sick.,0,1,1
5628300406,570,Now that everyone washes their hands so religiously to ward off swine flu  I can finally lick the subway poles without fear.,1,0,-1
5421968512,571,Feel like I'm getting the fucking flu! This better be a joke,0,1,1
5160758403,572,thanks all for concern. her mom has her at children's mercy. Temp 102.6 w/motrin. Never got over flu 2 weeks ago. More when I hear more,0,0,-1
3707096204,573,Today looks like another raining day. Not feel good and getting flu now. Hope it is not H1N1.,0,1,1
5372120205,574,Yikes! never considered this. If this swine flu fiasco is a foreshadowing of how government will handle healthcare  I fear we're in trouble.,1,1,1
5603749009,575,@CandaceCalvert THAT'S perrrfect! Of course u'd give the cruise-ship nurse a signed copy of CRITICAL CARE:)  pshhh I was worried u had flu!?,1,1,1
5105781908,576,Kinda scared now. Poor austin has the flu! And hes really bad. I hope he gets better soon!!! Get well! Miss U! ... URL throat has that horrible half sore feeling like when you're getting sick. NO FLU!!,0,1,1
5204602013,578,@The_Megster @BackpackingDad You're welcome. My family did our civic duty  contributing to herd immunity by getting the H1N1 flu vaccine.,1,1,1
5238099102,579,Im laying here lifeless :( I hope im not getting the flu :(,0,1,-1
5870243013,580,@miraclelaurie Lucky on the clothing  I don't believe it's so lucky on the lunch. More Bird Flu-y.,0,1,1
5850582214,581,7 Darn Good Reasons You Need Not Fear the Swine Flu: URL (via @ChrisCade),1,0,-1
5426750801,582,The good news: no swine flu  the Bad: still gotta worry about getting the swine flu.,1,1,-1
4116319412,583,@froggent I was worried I'd be home with a flu kid for a week!,1,1,1
5857438904,584,Got Swine Flu! Feel dreadful. Getting prepared to get back into writing my books  and starting a new ruplican petition. I want a democracy!,0,1,1
5893074113,585,I'm not saying don't get a flu shot  btw. I'm just talking about how in love people are with being scared.,1,0,-1
5642620101,586,I am sad and worried a friend of mine in the USA has Swine Flu,0,0,-1
5134822602,587,@shanegibson I've had the swine flu  but am recovering slowly. Speaking a TON. Next step; getting paid for it!,0,1,-1
5327031500,588,lol @nessie111 - it's 9pm here and not one person has come by! I guess the Swine Flu Ghost out front scared them off!,1,1,-1
5720755408,589,@LilyHepburn what happened to bird flu? they've got bored of that one now.,1,0,-1
2019413203,590,I don't think it's swine flu... Or bird flu... But I do feel sick as a dog... Ruh roh!,0,1,-1
2074414302,591,clogged nose  sore throat  very slightly watery eyes. omg! am i getting the swine flu?? or maybe because i played in the rain??,0,1,1
5400113703,592,#moronail [ People worried about swine flu. ] URL worried about the H1Nword flu.,1,1,-1
5381664001,594,new photo. comment? i think i am getting the flu.,0,1,-1
5239532802,595,Hi sarah I am suffering with man flu hope you are getting better soon as I know how bad flu can be XXXX,0,1,-1
5186899213,596,MY YOUNGSTER CALLED EARLIER. @COLLEGE SICK W/A BAD COLD GETTING TESTESD. I PRAY ITS NOT THE SWINE FLU. SO I WON'T BE ON TWEETIN' TILL I KNO.,0,0,-1
5095353614,597,Great im sick again  i am so getting a flu shot!!!! Sick and babysitting dumb and dumber (not who ya think).....,0,1,-1
5712637200,598,Not feeling very good! Don't worry though. It's not swine flu,1,1,-1
5824965912,599,@Ann_run Hi Ann - thanks for asking! yep  stomach flu  getting a bit better today though. Commuting has been a pain in the *** this week:),0,1,1
5368991003,600,Trying to get rid of the flu!  Staying in and getting bedrest.,0,1,-1
5610411909,601,@gelleruri WOW!  Aren't you afraid of catching the H1 N1 flu after shaking all those hands?  Hope all is well Uri. :),1,1,-1
4317760800,602,Recovering from possible flu - I'm so behind the times  it was probably Bird Flu.,0,0,1
5429308714,603,StackExchange: Are you getting the Swine Flu Vaccination?  Yes or No? - URL like n e parent should b. poor conman has the flu. we r watching him round the clock and keeping the medz a ... URL the kids are laying around sick I HOPE is just a cold and NOT the swine Flu; it can be so similar at first and I worry so much!,0,0,-1
5234593101,606,Listening to a Dr. talk about H1N1 at the chamber of commerce. I'm terrified right now...get your flu shot!  :-((,1,1,1
5370482009,607,I'm sick wich totally sucks ! dont worry its not the swine flu or any flu its just a regular cold!,1,1,-1
5521427802,608,Back from dropping off bags for neighbors to fill for the Cub Scout food drive!  Fighting the flu & getting ready for a craft show on 11/20!,0,1,-1
5397114205,609,So tired of all these hypochondriacs freaking out about the swine flu. I mean  seriously...I work at a germ factory...still not worried.,1,0,1
5404593502,610,I think everyone is getting the swine flu,0,0,-1
5834067313,611,@Alyssa_Milano the is good tweetment for me - I think I have the bird flu.,1,1,1
5097581801,612,I'm getting over the Flu.,0,1,-1
5052050808,613,getting over a stomach flu. and no it is not h1n1. thanks your prayers.,0,1,-1
5450796409,614,the world is still healing from - bird flu & sars ..  ..  .. we're packing up now & heading for mars .. .. .. the... URL @JaylaStarr: wow t-boz had the swine flu!!!! wtf??-- man I'm scared I have been washin the shut outta my hands!!! Fuck that!!,0,0,1
5162257807,616,Made  mistake of thinking about how I was impressed that Alexis hadn't yet gotten sick  despite the flu outbreak at daycare. Thinking=fever.,0,0,-1
5809221008,617,@LabelMeBxtchy im scared i may b gettin symptoms of the flu :(,0,1,-1
5633715608,618,@milesfranklin yeah he's getting there. He has the flu. How did u know he was sick?,0,0,-1
5264977306,619,Michael has caught the flu. maybe mexican! We're afraid tommorow's gig has to be cancelled... Next gig is 4 december @ Victorie  Alkmaar,0,0,1
5199547806,620,@stephenfry Thank heavens it isn't Rhino flu. We've got enough to worry about with the porcine version.,0,0,1
4633924514,621,My friend thinks I have swine flu and is worried about me -_-,0,1,-1
5061012907,622,hump day is over! and I'm really tired of everyone thinking they're going to contract swine flu. The regular flu kills more anyways. gosh.,1,0,1
5494066604,623,Is at home sick with the flu today but don't worry it's just the normal one not the H1N1 :(,0,1,1
5108633006,624,been sick feeling before.. but not like this oh god i hope im not getting swine flu x_x,0,1,-1
5330849201,625,@ModelMandyLynn people're probably staying in more cause there's so much concern over the flu this year,1,0,-1
5836176911,626,feels like i'm getting the flu.,0,1,1
5716807103,627,@harrymarkov - spellings fine and from the way I feel  it could be any one of them but I'm thinking a mild flu.  Yipee.,0,1,1
5123403203,628,I think I am getting the flu!!! Its so freaken cold!! Cant wait for this week to pass so I can go see my baby!!! ... URL everyone is getting well! School closed for flu for Thursday/ Friday.,1,0,1
5289913806,630,This is the 1st Halloween I can remember where primary parental safety concern isn't razors in apples  frostbite or abduction  but the flu.,1,0,-1
5236059601,631,Swine flu concern for Donny URL is a 'big' day 'cause the whole 'family' will be getting the flu shots!!,1,1,1
5312458203,633,getting myself ready then making breakfast. taking chloe to get her flu shot.,1,1,-1
5203201503,634,If you have made no changes to decrease your chances of getting or giving someone the flu  you are letting your sub-conscious trick you.,0,0,1
5491969504,635,Is thinking the Flu bug likes me  this is the 3rd f#$kin time...,0,1,-1
5459316200,636,@Ed I don't pay attention to that much. Focusing that much on potential illness seems to lead to getting sick. The normal flu is deadly too.,1,1,-1
5085138413,637,hahaha facebook just told me @flymattyfly has a 3% chance of getting swine flu.,1,0,-1
5258505710,638,@joeydegraw That's what I'm worried about. Woke up nauseous and shakey. Get your flu shot? Hope you're better soon. F*cking sucks.,0,1,-1
5372071413,639,RT @daveshackleford: Wow. For those of you SCARED about #H1N1: Get a life. It's the damn FLU. Why are we so worried? Pathetic.,1,0,1
4377868201,640,Getting over the flu  broke as hell   and SURPRISE! my phone decides to spontaneously break  yeah my new prize phone. GIVE ME NUMBERS!!!,0,1,-1
5846715906,641,I think I'm finally getting over this damn flu. ME TOO liv. Me too! #svu #svulive,0,1,-1
5627579914,642,Woke up achey & coughing & slightly fevered. Wife is worried I might have Swine Flu... If only! So I could infect douche customers @ work,0,1,-1
5297549912,643,starting 2B afraid .... very afraid of trick or germing!!!   thinking vitC is a good handout!  party cancelled due to flu :O(,1,1,-1
3724185108,644,everyone is fighting and screaming and to top it off im sick! im scared that it might b swine flu!,0,1,1
3947433501,645,Scared To Death About This Swine Flu!? - URL @mediaeye:1 in 4 people will die from cancer  but 1 in 8 000 000 will die from swine flu. I think I will worry about cancer than a flu!,1,0,1
5426302510,647,@CUTIEPIE917 they shouldn't b 2 scared of the bacon flu. They stay walkin around in shorts and flip flops in this weather! They askin 4 it!,1,0,-1
5209419312,648,getting over swine flu!!!,0,1,-1
5611253301,649,@WeaselWhisperer I understand being concerned  but really  there is perspective. Look at what the REGULAR flu does. H1N1 is pretty puny.,1,0,-1
5098229307,650,Dammit. I'm getting a flu shot today and I woke up sick already. NOT FAIR!,1,1,-1
5129388409,651,Scared of pig flu digging out my bubble 2 live in,1,1,1
5110115911,652,*wince* i HOPE its not! =(RT @rainbowbtrfly: @LorenaxCampos @auroradusk Our concern is swine flu...,1,1,-1
